date,hour,lines,free_hours,wrk_hours,income,expns,accidents,weather,marketshre_chng
2010-09-02,09:00:00,129,70,10,120,125.75,0,sunny,0.39
2010-09-02,10:00:00,361,55,25,133.9,297.5,1,sunny,0.37
2010-09-02,11:00:00,79,70,10,79.2,125.75,0,sunny,-0.99
2010-09-02,12:00:00,437,53,27,136.9,320.4,0,cloudy,0.93
2010-09-02,13:00:00,493,70,10,23.4,125.75,1,cloudy,0.4
2010-09-02,14:00:00,452,62,18,98.6,217.35,0,cloudy,-0.14
2010-09-02,15:00:00,182,61,19,115.5,228.8,0,sunny,0.87
2010-09-02,16:00:00,138,53,27,81.5,320.4,1,sunny,-0.86
2010-09-02,17:00:00,30,54,26,41.2,308.95,0,sunny,-0.72
2010-09-02,18:00:00,225,63,17,76.1,205.9,0,cloudy,-0.86
2010-09-02,19:00:00,77,58,22,149.3,263.15,1,sunny,0.56
2010-09-02,20:00:00,387,77,3,63.3,45.6,0,cloudy,-0.4
2010-09-02,21:00:00,0,0,0,0,11.25,1,sunny,-0.36
2010-09-02,22:00:00,0,0,0,0,11.25,1,cloudy,-0.13
2010-09-02,23:00:00,0,0,0,0,11.25,0,cloudy,-0.52
2010-09-03,00:00:00,0,0,0,0,11.25,0,sunny,0.35
2010-09-03,01:00:00,0,0,0,0,11.25,0,sunny,0.48
2010-09-03,02:00:00,0,0,0,0,11.25,0,cloudy,-0.9
2010-09-03,03:00:00,0,0,0,0,11.25,0,sunny,0.93
2010-09-03,04:00:00,0,0,0,0,11.25,0,cloudy,-0.51
2010-09-03,05:00:00,0,0,0,0,11.25,0,sunny,0.67
2010-09-03,06:00:00,0,0,0,0,11.25,0,cloudy,0.31
2010-09-03,07:00:00,290,66,14,106.6,171.55,0,cloudy,-0.25
2010-09-03,08:00:00,497,54,26,114.1,308.95,0,sunny,0.15
2010-09-03,09:00:00,311,76,4,127.3,57.05,0,sunny,0.05
2010-09-03,10:00:00,475,68,12,25.9,148.65,0,sunny,0.7
2010-09-03,11:00:00,72,70,10,146.1,125.75,0,sunny,0.69
2010-09-03,12:00:00,368,77,3,137.5,45.6,0,sunny,-0.37
2010-09-03,13:00:00,150,51,29,20.7,343.3,0,cloudy,-0.96
2010-09-03,14:00:00,421,80,0,0,11.25,0,sunny,-0.44
2010-09-03,15:00:00,468,79,1,59.2,22.7,0,cloudy,0.82
2010-09-03,16:00:00,15,79,1,63.4,22.7,1,cloudy,0.46
2010-09-03,17:00:00,467,50,30,140.4,354.75,0,sunny,-0.88
2010-09-03,18:00:00,295,59,21,67.2,251.7,0,cloudy,-0.82
2010-09-03,19:00:00,492,58,22,170.4,263.15,0,sunny,-0.61
2010-09-03,20:00:00,454,58,22,33.3,263.15,0,sunny,0.41
2010-09-03,21:00:00,0,0,0,0,11.25,0,sunny,-0.55
2010-09-03,22:00:00,0,0,0,0,11.25,0,sunny,0.07
2010-09-03,23:00:00,0,0,0,0,11.25,0,sunny,0.27
2010-09-04,00:00:00,0,0,0,0,11.25,0,sunny,0.19
2010-09-04,01:00:00,0,0,0,0,11.25,0,cloudy,-0.56
2010-09-04,02:00:00,0,0,0,0,11.25,0,cloudy,-0.25
2010-09-04,03:00:00,0,0,0,0,11.25,0,sunny,0.39
2010-09-04,04:00:00,0,0,0,0,11.25,0,cloudy,-0.78
2010-09-04,05:00:00,0,0,0,0,11.25,1,cloudy,-0.65
2010-09-04,06:00:00,0,0,0,0,11.25,0,cloudy,0.45
2010-09-04,07:00:00,391,78,2,89,34.15,0,cloudy,-0.35
2010-09-04,08:00:00,52,58,22,31.8,263.15,0,sunny,-0.65
2010-09-04,09:00:00,271,52,28,71.6,331.85,0,sunny,0.83
2010-09-04,10:00:00,460,51,29,80.8,343.3,0,sunny,0.24
2010-09-04,11:00:00,243,74,6,116.1,79.95,0,cloudy,0.15
2010-09-04,12:00:00,207,61,19,46.7,228.8,0,cloudy,-0.22
2010-09-04,13:00:00,394,79,1,147.9,22.7,0,sunny,-0.62
2010-09-04,14:00:00,323,78,2,159.9,34.15,0,sunny,-0.91
2010-09-04,15:00:00,51,71,9,160.1,114.3,0,cloudy,-0.95
2010-09-04,16:00:00,3,68,12,97.7,148.65,0,sunny,-0.18
2010-09-04,17:00:00,338,64,16,38.9,194.45,0,sunny,-0.49
2010-09-04,18:00:00,337,73,7,44,91.4,0,cloudy,0.87
2010-09-04,19:00:00,85,61,19,82.6,228.8,0,sunny,-0.92
2010-09-04,20:00:00,465,72,8,128.6,102.85,1,sunny,-0.54
2010-09-04,21:00:00,0,0,0,0,11.25,0,cloudy,-0.18
2010-09-04,22:00:00,0,0,0,0,11.25,0,sunny,0.51
2010-09-04,23:00:00,0,0,0,0,11.25,0,sunny,-0.41
2010-09-05,00:00:00,0,0,0,0,11.25,0,sunny,0.4
2010-09-05,01:00:00,0,0,0,0,11.25,0,sunny,-0.66
2010-09-05,02:00:00,0,0,0,0,11.25,0,sunny,0.35
2010-09-05,03:00:00,0,0,0,0,11.25,0,cloudy,0.07
2010-09-05,04:00:00,0,0,0,0,11.25,1,sunny,0.57
2010-09-05,05:00:00,0,0,0,0,11.25,0,sunny,0.49
2010-09-05,06:00:00,0,0,0,0,11.25,0,sunny,0.8
2010-09-05,07:00:00,154,65,15,119.4,183,0,sunny,0.86
2010-09-05,08:00:00,227,75,5,123.2,68.5,0,sunny,0.16
2010-09-05,09:00:00,33,56,24,183.1,286.05,1,sunny,0.61
2010-09-05,10:00:00,291,65,15,91.9,183,0,sunny,-0.26
2010-09-05,11:00:00,144,64,16,192.1,194.45,0,sunny,0.07
2010-09-05,12:00:00,279,54,26,37.5,308.95,0,sunny,0.08
2010-09-05,13:00:00,75,62,18,155,217.35,1,sunny,0.2
2010-09-05,14:00:00,352,52,28,97.5,331.85,0,sunny,-0.07
2010-09-05,15:00:00,26,62,18,80.4,217.35,0,sunny,0.34
2010-09-05,16:00:00,404,52,28,129.8,331.85,0,sunny,-0.79
2010-09-05,17:00:00,104,59,21,77.9,251.7,0,sunny,0.57
2010-09-05,18:00:00,81,61,19,104.7,228.8,1,sunny,-0.76
2010-09-05,19:00:00,274,63,17,19.9,205.9,0,sunny,0.69
2010-09-05,20:00:00,349,59,21,64,251.7,1,sunny,0.03
2010-09-05,21:00:00,0,0,0,0,11.25,0,sunny,-0.18
2010-09-05,22:00:00,0,0,0,0,11.25,0,cloudy,0.66
2010-09-05,23:00:00,0,0,0,0,11.25,0,sunny,0.08
2010-09-06,00:00:00,0,0,0,0,11.25,0,sunny,-0.59
2010-09-06,01:00:00,0,0,0,0,11.25,0,sunny,0.15
2010-09-06,02:00:00,0,0,0,0,11.25,0,sunny,0.92
2010-09-06,03:00:00,0,0,0,0,11.25,0,cloudy,0.28
2010-09-06,04:00:00,0,0,0,0,11.25,0,sunny,0.93
2010-09-06,05:00:00,0,0,0,0,11.25,0,sunny,0.05
2010-09-06,06:00:00,0,0,0,0,11.25,0,sunny,0.78
2010-09-06,07:00:00,160,66,14,50.2,171.55,1,cloudy,-0.09
2010-09-06,08:00:00,481,52,28,184.5,331.85,0,cloudy,-0.83
2010-09-06,09:00:00,421,70,10,39.9,125.75,1,cloudy,-0.45
2010-09-06,10:00:00,151,68,12,156,148.65,0,sunny,-0.97
2010-09-06,11:00:00,206,78,2,153.1,34.15,0,cloudy,-0.05
2010-09-06,12:00:00,128,66,14,86.3,171.55,0,sunny,0.42
2010-09-06,13:00:00,124,78,2,164.7,34.15,0,sunny,0.38
2010-09-06,14:00:00,431,79,1,138.6,22.7,0,cloudy,-0.33
2010-09-06,15:00:00,211,57,23,169.3,274.6,0,cloudy,-0.13
2010-09-06,16:00:00,136,60,20,47.2,240.25,0,sunny,0.61
2010-09-06,17:00:00,357,55,25,114.2,297.5,0,sunny,0.22
2010-09-06,18:00:00,488,78,2,22.3,34.15,0,cloudy,-0.89
2010-09-06,19:00:00,410,52,28,27.3,331.85,0,cloudy,-0.68
2010-09-06,20:00:00,62,58,22,106.5,263.15,0,sunny,-0.71
2010-09-06,21:00:00,0,0,0,0,11.25,0,sunny,-0.07
2010-09-06,22:00:00,0,0,0,0,11.25,0,sunny,0.91
2010-09-06,23:00:00,0,0,0,0,11.25,0,sunny,0.45
2010-09-07,00:00:00,0,0,0,0,11.25,0,sunny,-0.42
2010-09-07,01:00:00,0,0,0,0,11.25,0,cloudy,-0.64
2010-09-07,02:00:00,0,0,0,0,11.25,1,cloudy,-0.96
2010-09-07,03:00:00,0,0,0,0,11.25,0,sunny,-0.75
2010-09-07,04:00:00,0,0,0,0,11.25,0,sunny,0.07
2010-09-07,05:00:00,0,0,0,0,11.25,0,sunny,0.7
2010-09-07,06:00:00,0,0,0,0,11.25,0,sunny,-0.46
2010-09-07,07:00:00,448,73,7,89.9,91.4,0,cloudy,1
2010-09-07,08:00:00,115,76,4,143.5,57.05,0,sunny,0.29
2010-09-07,09:00:00,106,61,19,150,228.8,0,sunny,0.55
2010-09-07,10:00:00,243,68,12,20.2,148.65,0,sunny,-0.03
2010-09-07,11:00:00,23,61,19,190.8,228.8,0,cloudy,0.99
2010-09-07,12:00:00,137,62,18,128.4,217.35,0,sunny,0.32
2010-09-07,13:00:00,426,61,19,112.3,228.8,0,sunny,-0.08
2010-09-07,14:00:00,387,58,22,97.3,263.15,0,sunny,-0.98
2010-09-07,15:00:00,300,70,10,125.1,125.75,0,cloudy,-0.02
2010-09-07,16:00:00,424,61,19,93.9,228.8,0,sunny,0.95
2010-09-07,17:00:00,391,56,24,186.2,286.05,0,cloudy,0.04
2010-09-07,18:00:00,171,74,6,141.6,79.95,0,sunny,0.7
2010-09-07,19:00:00,450,50,30,27,354.75,0,cloudy,0.96
2010-09-07,20:00:00,139,68,12,95.4,148.65,0,cloudy,0.95
2010-09-07,21:00:00,0,0,0,0,11.25,0,sunny,-0.41
2010-09-07,22:00:00,0,0,0,0,11.25,0,cloudy,0.08
2010-09-07,23:00:00,0,0,0,0,11.25,0,sunny,-0.23
2010-09-08,00:00:00,0,0,0,0,11.25,0,sunny,-0.11
2010-09-08,01:00:00,0,0,0,0,11.25,0,cloudy,0.43
2010-09-08,02:00:00,0,0,0,0,11.25,0,cloudy,-0.19
2010-09-08,03:00:00,0,0,0,0,11.25,0,cloudy,1
2010-09-08,04:00:00,0,0,0,0,11.25,0,cloudy,0.88
2010-09-08,05:00:00,0,0,0,0,11.25,0,sunny,0.26
2010-09-08,06:00:00,0,0,0,0,11.25,0,cloudy,0.17
2010-09-08,07:00:00,2,76,4,157.8,57.05,0,cloudy,-0.2
2010-09-08,08:00:00,411,57,23,98.1,274.6,0,sunny,0.63
2010-09-08,09:00:00,307,66,14,118.8,171.55,0,sunny,-0.04
2010-09-08,10:00:00,399,65,15,106.1,183,0,sunny,-0.5
2010-09-08,11:00:00,44,67,13,141.4,160.1,0,cloudy,-0.49
2010-09-08,12:00:00,91,62,18,30.5,217.35,1,sunny,-0.01
2010-09-08,13:00:00,205,50,30,121.5,354.75,0,sunny,0.02
2010-09-08,14:00:00,55,69,11,37,137.2,0,sunny,-0.89
2010-09-08,15:00:00,188,80,0,0,11.25,0,sunny,-0.51
2010-09-08,16:00:00,162,73,7,52.6,91.4,0,cloudy,0.02
2010-09-08,17:00:00,131,63,17,188.9,205.9,0,cloudy,-0.1
2010-09-08,18:00:00,165,60,20,143.4,240.25,0,sunny,0.73
2010-09-08,19:00:00,499,68,12,55.7,148.65,0,sunny,0.18
2010-09-08,20:00:00,446,76,4,82.3,57.05,0,sunny,0.99
2010-09-08,21:00:00,0,0,0,0,11.25,1,sunny,-0.97
2010-09-08,22:00:00,0,0,0,0,11.25,0,cloudy,0.06
2010-09-08,23:00:00,0,0,0,0,11.25,0,cloudy,0.76
2010-09-09,00:00:00,0,0,0,0,11.25,0,sunny,0.27
2010-09-09,01:00:00,0,0,0,0,11.25,0,sunny,-0.64
2010-09-09,02:00:00,0,0,0,0,11.25,0,cloudy,0.12
2010-09-09,03:00:00,0,0,0,0,11.25,0,sunny,-0.63
2010-09-09,04:00:00,0,0,0,0,11.25,0,sunny,-0.21
2010-09-09,05:00:00,0,0,0,0,11.25,0,sunny,-0.23
2010-09-09,06:00:00,0,0,0,0,11.25,0,sunny,-0.3
2010-09-09,07:00:00,104,68,12,64.7,148.65,0,sunny,0.74
2010-09-09,08:00:00,64,53,27,151.7,320.4,0,cloudy,-0.12
2010-09-09,09:00:00,246,59,21,28.8,251.7,0,cloudy,0.53
2010-09-09,10:00:00,494,55,25,39.4,297.5,0,cloudy,-0.14
2010-09-09,11:00:00,114,66,14,87.4,171.55,0,sunny,-0.65
2010-09-09,12:00:00,35,79,1,193.8,22.7,0,cloudy,0.46
2010-09-09,13:00:00,489,60,20,53.2,240.25,0,sunny,-0.63
2010-09-09,14:00:00,324,58,22,136.7,263.15,0,cloudy,-0.04
2010-09-09,15:00:00,208,76,4,139.9,57.05,0,cloudy,0.63
2010-09-09,16:00:00,417,67,13,62.2,160.1,0,sunny,-0.66
2010-09-09,17:00:00,354,67,13,90.1,160.1,0,cloudy,-0.31
2010-09-09,18:00:00,104,50,30,25,354.75,0,sunny,0.29
2010-09-09,19:00:00,171,61,19,60.6,228.8,0,cloudy,-0.59
2010-09-09,20:00:00,351,67,13,46.2,160.1,0,sunny,0.86
2010-09-09,21:00:00,0,0,0,0,11.25,0,sunny,-0.86
2010-09-09,22:00:00,0,0,0,0,11.25,1,cloudy,-0.28
2010-09-09,23:00:00,0,0,0,0,11.25,0,sunny,-0.44
2010-09-10,00:00:00,0,0,0,0,11.25,1,sunny,0.87
2010-09-10,01:00:00,0,0,0,0,11.25,0,sunny,-0.14
2010-09-10,02:00:00,0,0,0,0,11.25,0,sunny,-0.27
2010-09-10,03:00:00,0,0,0,0,11.25,0,sunny,-0.19
2010-09-10,04:00:00,0,0,0,0,11.25,0,cloudy,-0.27
2010-09-10,05:00:00,0,0,0,0,11.25,0,sunny,-0.7
2010-09-10,06:00:00,0,0,0,0,11.25,1,sunny,0.98
2010-09-10,07:00:00,278,52,28,117.7,331.85,0,sunny,0.32
2010-09-10,08:00:00,288,64,16,165.2,194.45,1,sunny,-0.46
2010-09-10,09:00:00,14,58,22,69.2,263.15,0,sunny,-0.72
2010-09-10,10:00:00,275,72,8,19.9,102.85,0,cloudy,0.57
2010-09-10,11:00:00,454,73,7,109.7,91.4,0,sunny,-0.73
2010-09-10,12:00:00,52,58,22,169.7,263.15,0,sunny,-0.12
2010-09-10,13:00:00,195,79,1,153.7,22.7,0,sunny,-0.95
2010-09-10,14:00:00,249,61,19,68.9,228.8,0,sunny,-0.95
2010-09-10,15:00:00,446,50,30,188.4,354.75,0,sunny,-0.77
2010-09-10,16:00:00,282,67,13,77.6,160.1,0,cloudy,0.59
2010-09-10,17:00:00,229,77,3,185.2,45.6,0,sunny,-0.38
2010-09-10,18:00:00,195,53,27,50.7,320.4,1,sunny,0.18
2010-09-10,19:00:00,217,76,4,22.6,57.05,0,sunny,-0.79
2010-09-10,20:00:00,72,59,21,165.8,251.7,0,sunny,0.29
2010-09-10,21:00:00,0,0,0,0,11.25,0,sunny,0.27
2010-09-10,22:00:00,0,0,0,0,11.25,0,cloudy,-0.46
2010-09-10,23:00:00,0,0,0,0,11.25,0,cloudy,0.05
2010-09-11,00:00:00,0,0,0,0,11.25,0,cloudy,-0.31
2010-09-11,01:00:00,0,0,0,0,11.25,0,sunny,-0.38
2010-09-11,02:00:00,0,0,0,0,11.25,0,sunny,0.63
2010-09-11,03:00:00,0,0,0,0,11.25,1,sunny,0.1
2010-09-11,04:00:00,0,0,0,0,11.25,0,cloudy,0.33
2010-09-11,05:00:00,0,0,0,0,11.25,0,sunny,-0.88
2010-09-11,06:00:00,0,0,0,0,11.25,0,cloudy,0.81
2010-09-11,07:00:00,118,68,12,80.6,148.65,0,sunny,-0.44
2010-09-11,08:00:00,66,53,27,176.4,320.4,0,cloudy,-0.8
2010-09-11,09:00:00,409,55,25,170.4,297.5,0,cloudy,0.29
2010-09-11,10:00:00,329,62,18,138.2,217.35,0,sunny,-0.8
2010-09-11,11:00:00,320,74,6,52.1,79.95,0,cloudy,-0.36
2010-09-11,12:00:00,52,53,27,94.3,320.4,0,sunny,-0.95
2010-09-11,13:00:00,452,62,18,137.9,217.35,0,cloudy,0.03
2010-09-11,14:00:00,237,65,15,148.2,183,0,sunny,-0.41
2010-09-11,15:00:00,452,71,9,41.1,114.3,0,sunny,-0.36
2010-09-11,16:00:00,176,62,18,115.9,217.35,0,sunny,0.33
2010-09-11,17:00:00,120,73,7,30.5,91.4,1,sunny,0.8
2010-09-11,18:00:00,293,64,16,120.4,194.45,0,sunny,-0.5
2010-09-11,19:00:00,229,61,19,183,228.8,0,sunny,-0.67
2010-09-11,20:00:00,183,72,8,30.3,102.85,0,cloudy,-0.87
2010-09-11,21:00:00,0,0,0,0,11.25,0,cloudy,0.07
2010-09-11,22:00:00,0,0,0,0,11.25,0,sunny,0.82
2010-09-11,23:00:00,0,0,0,0,11.25,0,sunny,-0.43
2010-09-12,00:00:00,0,0,0,0,11.25,0,cloudy,0.92
2010-09-12,01:00:00,0,0,0,0,11.25,0,sunny,0.96
2010-09-12,02:00:00,0,0,0,0,11.25,0,cloudy,0.39
2010-09-12,03:00:00,0,0,0,0,11.25,1,sunny,0.06
2010-09-12,04:00:00,0,0,0,0,11.25,0,cloudy,0.43
2010-09-12,05:00:00,0,0,0,0,11.25,0,cloudy,-0.95
2010-09-12,06:00:00,0,0,0,0,11.25,1,cloudy,-0.74
2010-09-12,07:00:00,122,51,29,175,343.3,1,sunny,-0.07
2010-09-12,08:00:00,15,77,3,97.5,45.6,0,sunny,-0.97
2010-09-12,09:00:00,369,66,14,65.9,171.55,0,sunny,0.93
2010-09-12,10:00:00,17,66,14,33.5,171.55,0,cloudy,0.11
2010-09-12,11:00:00,136,71,9,178.4,114.3,0,sunny,-0.04
2010-09-12,12:00:00,20,71,9,155.7,114.3,0,sunny,-0.47
2010-09-12,13:00:00,34,79,1,31.6,22.7,0,sunny,-0.35
2010-09-12,14:00:00,24,75,5,146.1,68.5,0,sunny,-0.59
2010-09-12,15:00:00,211,67,13,145.3,160.1,0,cloudy,-0.31
2010-09-12,16:00:00,410,57,23,21.7,274.6,0,sunny,0.93
2010-09-12,17:00:00,15,53,27,23.6,320.4,1,sunny,-0.79
2010-09-12,18:00:00,202,79,1,37.5,22.7,1,sunny,-0.11
2010-09-12,19:00:00,39,54,26,109.4,308.95,0,sunny,0.71
2010-09-12,20:00:00,500,67,13,190.2,160.1,1,sunny,0.92
2010-09-12,21:00:00,0,0,0,0,11.25,0,sunny,-0.41
2010-09-12,22:00:00,0,0,0,0,11.25,0,sunny,-0.17
2010-09-12,23:00:00,0,0,0,0,11.25,0,sunny,-0.27
2010-09-13,00:00:00,0,0,0,0,11.25,0,sunny,0.18
2010-09-13,01:00:00,0,0,0,0,11.25,0,sunny,-0.16
2010-09-13,02:00:00,0,0,0,0,11.25,0,sunny,0.52
2010-09-13,03:00:00,0,0,0,0,11.25,0,sunny,0.02
2010-09-13,04:00:00,0,0,0,0,11.25,0,cloudy,0.56
2010-09-13,05:00:00,0,0,0,0,11.25,0,sunny,0.07
2010-09-13,06:00:00,0,0,0,0,11.25,0,sunny,-0.95
2010-09-13,07:00:00,25,77,3,173.6,45.6,0,cloudy,0.18
2010-09-13,08:00:00,408,69,11,30.1,137.2,0,cloudy,0.09
2010-09-13,09:00:00,409,74,6,56.7,79.95,0,cloudy,0.95
2010-09-13,10:00:00,245,69,11,168.1,137.2,0,sunny,-0.72
2010-09-13,11:00:00,296,54,26,27.3,308.95,0,sunny,-0.61
2010-09-13,12:00:00,224,76,4,188.7,57.05,0,sunny,-0.62
2010-09-13,13:00:00,268,60,20,157.2,240.25,0,sunny,-0.66
2010-09-13,14:00:00,380,79,1,168.7,22.7,0,cloudy,-0.3
2010-09-13,15:00:00,60,62,18,65,217.35,0,sunny,-0.09
2010-09-13,16:00:00,228,56,24,56,286.05,0,sunny,0.03
2010-09-13,17:00:00,134,61,19,77.9,228.8,0,sunny,0.88
2010-09-13,18:00:00,329,60,20,47.9,240.25,0,cloudy,0.85
2010-09-13,19:00:00,465,56,24,148,286.05,0,sunny,-0.11
2010-09-13,20:00:00,387,64,16,60.7,194.45,0,cloudy,-0.89
2010-09-13,21:00:00,0,0,0,0,11.25,0,sunny,0.92
2010-09-13,22:00:00,0,0,0,0,11.25,0,sunny,0.22
2010-09-13,23:00:00,0,0,0,0,11.25,0,sunny,0.75
2010-09-14,00:00:00,0,0,0,0,11.25,0,sunny,0.07
2010-09-14,01:00:00,0,0,0,0,11.25,0,cloudy,-0.98
2010-09-14,02:00:00,0,0,0,0,11.25,0,sunny,-0.04
2010-09-14,03:00:00,0,0,0,0,11.25,1,sunny,-0.35
2010-09-14,04:00:00,0,0,0,0,11.25,0,cloudy,0.89
2010-09-14,05:00:00,0,0,0,0,11.25,0,cloudy,0.82
2010-09-14,06:00:00,0,0,0,0,11.25,0,sunny,-0.74
2010-09-14,07:00:00,485,66,14,93.7,171.55,0,sunny,0.76
2010-09-14,08:00:00,95,59,21,94.5,251.7,0,sunny,-0.79
2010-09-14,09:00:00,194,59,21,40.3,251.7,0,cloudy,0.81
2010-09-14,10:00:00,72,72,8,23.9,102.85,0,sunny,0.61
2010-09-14,11:00:00,123,62,18,32.5,217.35,0,cloudy,0.33
2010-09-14,12:00:00,208,55,25,119.5,297.5,0,sunny,1
2010-09-14,13:00:00,274,67,13,127.1,160.1,0,cloudy,-0.85
2010-09-14,14:00:00,140,53,27,193.1,320.4,0,sunny,-0.59
2010-09-14,15:00:00,48,57,23,186.5,274.6,0,sunny,0.67
2010-09-14,16:00:00,320,56,24,143.8,286.05,0,sunny,-0.69
2010-09-14,17:00:00,201,61,19,69.6,228.8,0,sunny,0.66
2010-09-14,18:00:00,141,65,15,179.3,183,0,cloudy,0.12
2010-09-14,19:00:00,492,70,10,42.8,125.75,0,sunny,0.13
2010-09-14,20:00:00,476,61,19,49.5,228.8,0,cloudy,-0.69
2010-09-14,21:00:00,0,0,0,0,11.25,0,cloudy,-0.97
2010-09-14,22:00:00,0,0,0,0,11.25,0,cloudy,0.23
2010-09-14,23:00:00,0,0,0,0,11.25,0,sunny,0.51
2010-09-15,00:00:00,0,0,0,0,11.25,0,cloudy,-0.29
2010-09-15,01:00:00,0,0,0,0,11.25,0,sunny,-0.17
2010-09-15,02:00:00,0,0,0,0,11.25,0,cloudy,-0.9
2010-09-15,03:00:00,0,0,0,0,11.25,0,sunny,0.97
2010-09-15,04:00:00,0,0,0,0,11.25,0,sunny,0.24
2010-09-15,05:00:00,0,0,0,0,11.25,0,sunny,-0.7
2010-09-15,06:00:00,0,0,0,0,11.25,0,sunny,0.18
2010-09-15,07:00:00,160,80,0,0,11.25,0,sunny,-0.16
2010-09-15,08:00:00,453,67,13,119.4,160.1,0,sunny,0.96
2010-09-15,09:00:00,308,53,27,186.9,320.4,0,sunny,-0.04
2010-09-15,10:00:00,25,55,25,87.6,297.5,0,cloudy,-0.57
2010-09-15,11:00:00,461,56,24,162.3,286.05,0,cloudy,-0.48
2010-09-15,12:00:00,136,79,1,86.8,22.7,0,cloudy,-0.07
2010-09-15,13:00:00,309,61,19,90.1,228.8,0,sunny,0.65
2010-09-15,14:00:00,391,65,15,131,183,0,sunny,0.74
2010-09-15,15:00:00,177,59,21,120,251.7,0,sunny,0.37
2010-09-15,16:00:00,53,67,13,70.9,160.1,0,sunny,-0.02
2010-09-15,17:00:00,111,60,20,182.1,240.25,0,cloudy,0.16
2010-09-15,18:00:00,475,80,0,0,11.25,0,sunny,0.66
2010-09-15,19:00:00,478,78,2,124.6,34.15,1,sunny,-0.78
2010-09-15,20:00:00,18,60,20,154.9,240.25,0,sunny,-0.87
2010-09-15,21:00:00,0,0,0,0,11.25,0,sunny,0.06
2010-09-15,22:00:00,0,0,0,0,11.25,0,sunny,0.54
2010-09-15,23:00:00,0,0,0,0,11.25,0,cloudy,-0.18
2010-09-16,00:00:00,0,0,0,0,11.25,0,cloudy,-0.7
2010-09-16,01:00:00,0,0,0,0,11.25,1,cloudy,-0.31
2010-09-16,02:00:00,0,0,0,0,11.25,0,cloudy,-0.86
2010-09-16,03:00:00,0,0,0,0,11.25,0,cloudy,0.67
2010-09-16,04:00:00,0,0,0,0,11.25,0,sunny,0.67
2010-09-16,05:00:00,0,0,0,0,11.25,0,sunny,0.31
2010-09-16,06:00:00,0,0,0,0,11.25,0,sunny,0.08
2010-09-16,07:00:00,165,61,19,122.1,228.8,0,cloudy,-0.94
2010-09-16,08:00:00,89,80,0,0,11.25,1,cloudy,0.76
2010-09-16,09:00:00,435,50,30,189,354.75,0,sunny,-0.01
2010-09-16,10:00:00,178,62,18,172.9,217.35,0,sunny,-0.22
2010-09-16,11:00:00,320,78,2,155.5,34.15,1,cloudy,0.13
2010-09-16,12:00:00,21,69,11,168.4,137.2,0,sunny,-0.12
2010-09-16,13:00:00,319,60,20,189.1,240.25,0,sunny,-0.29
2010-09-16,14:00:00,13,62,18,121.4,217.35,0,sunny,0.1
2010-09-16,15:00:00,244,77,3,175,45.6,0,sunny,0.49
2010-09-16,16:00:00,367,63,17,135.8,205.9,0,cloudy,-0.13
2010-09-16,17:00:00,440,80,0,0,11.25,1,cloudy,0.2
2010-09-16,18:00:00,453,80,0,0,11.25,0,sunny,-0.68
2010-09-16,19:00:00,177,80,0,0,11.25,0,sunny,-0.27
2010-09-16,20:00:00,150,76,4,189,57.05,0,cloudy,-0.29
2010-09-16,21:00:00,0,0,0,0,11.25,0,sunny,-0.21
2010-09-16,22:00:00,0,0,0,0,11.25,0,sunny,-0.48
2010-09-16,23:00:00,0,0,0,0,11.25,0,cloudy,1
2010-09-17,00:00:00,0,0,0,0,11.25,0,sunny,-0.07
2010-09-17,01:00:00,0,0,0,0,11.25,1,sunny,-0.23
2010-09-17,02:00:00,0,0,0,0,11.25,0,sunny,-0.04
2010-09-17,03:00:00,0,0,0,0,11.25,0,sunny,0.86
2010-09-17,04:00:00,0,0,0,0,11.25,1,sunny,-0.61
2010-09-17,05:00:00,0,0,0,0,11.25,0,sunny,-0.69
2010-09-17,06:00:00,0,0,0,0,11.25,0,sunny,0.28
2010-09-17,07:00:00,487,53,27,176.8,320.4,1,sunny,-0.68
2010-09-17,08:00:00,321,64,16,29.6,194.45,0,sunny,0.23
2010-09-17,09:00:00,307,63,17,30.6,205.9,0,sunny,0.17
2010-09-17,10:00:00,475,62,18,21.8,217.35,1,cloudy,0.6
2010-09-17,11:00:00,444,63,17,68.2,205.9,0,sunny,-0.55
2010-09-17,12:00:00,213,51,29,167,343.3,0,cloudy,-0.94
2010-09-17,13:00:00,434,59,21,183.3,251.7,0,sunny,0.4
2010-09-17,14:00:00,7,54,26,132.5,308.95,0,cloudy,-0.24
2010-09-17,15:00:00,37,69,11,170.1,137.2,0,sunny,-0.62
2010-09-17,16:00:00,20,78,2,78.8,34.15,1,sunny,-0.26
2010-09-17,17:00:00,6,69,11,44.8,137.2,0,sunny,0.09
2010-09-17,18:00:00,125,59,21,28.3,251.7,0,cloudy,-0.14
2010-09-17,19:00:00,58,59,21,55.1,251.7,0,cloudy,0.8
2010-09-17,20:00:00,243,70,10,119.6,125.75,1,cloudy,-0.84
2010-09-17,21:00:00,0,0,0,0,11.25,0,sunny,-0.4
2010-09-17,22:00:00,0,0,0,0,11.25,0,sunny,0.71
2010-09-17,23:00:00,0,0,0,0,11.25,0,cloudy,0.12
2010-09-18,00:00:00,0,0,0,0,11.25,0,sunny,-0.68
2010-09-18,01:00:00,0,0,0,0,11.25,0,sunny,0.83
2010-09-18,02:00:00,0,0,0,0,11.25,0,cloudy,0.04
2010-09-18,03:00:00,0,0,0,0,11.25,0,cloudy,0.57
